ticker,field,fiscal_year,current_parser,edgartools,verdict
A,revenue,2007,5420000000.0,,only current parser
A,revenue,2008,5774000000.0,,only current parser
A,revenue,2018,4914000000.0,,only current parser
A,revenue,2019,5163000000.0,,only current parser
A,revenue,2020,5339000000.0,,only current parser
A,revenue,2021,6319000000.0,,only current parser
A,revenue,2022,6848000000.0,,only current parser
A,revenue,2023,6833000000.0,,only current parser
A,revenue,2024,6510000000.0,,only current parser
A,revenue,2025,6948000000.0,,only current parser
A,operating_income,2008,795000000.0,887000000.0,DISAGREE
A,operating_income,2009,47000000.0,391000000.0,DISAGREE
A,operating_income,2010,566000000.0,938000000.0,DISAGREE
A,operating_income,2011,1071000000.0,300000000.0,DISAGREE
A,operating_income,2012,1119000000.0,213000000.0,DISAGREE
A,operating_income,2013,386000000.0,94000000.0,DISAGREE
A,operating_income,2014,419000000.0,107000000.0,DISAGREE
A,operating_income,2015,522000000.0,131000000.0,DISAGREE
A,operating_income,2016,615000000.0,201000000.0,DISAGREE
A,operating_income,2017,807000000.0,210000000.0,DISAGREE
A,operating_income,2018,904000000.0,216000000.0,DISAGREE
A,operating_income,2019,941000000.0,102000000.0,DISAGREE
A,operating_income,2020,846000000.0,288000000.0,DISAGREE
A,operating_income,2021,1347000000.0,360000000.0,DISAGREE
A,operating_income,2022,1618000000.0,383000000.0,DISAGREE
A,operating_income,2023,1350000000.0,363000000.0,DISAGREE
A,operating_income,2024,1488000000.0,300000000.0,DISAGREE
A,operating_income,2025,1479000000.0,399000000.0,DISAGREE
A,operating_income,2026,,444000000.0,only EdgarTools
A,net_income,2007,638000000.0,2000000.0,DISAGREE
A,net_income,2008,693000000.0,3000000.0,DISAGREE
A,net_income,2009,-31000000.0,7000000.0,DISAGREE
A,net_income,2010,684000000.0,648000000.0,DISAGREE
A,net_income,2011,1012000000.0,9000000.0,DISAGREE
A,net_income,2012,1153000000.0,,only current parser
A,net_income,2013,734000000.0,,only current parser
A,net_income,2014,549000000.0,,only current parser
A,net_income,2015,401000000.0,91000000.0,DISAGREE
A,net_income,2016,462000000.0,164000000.0,DISAGREE
A,net_income,2017,684000000.0,205000000.0,DISAGREE
A,net_income,2018,316000000.0,182000000.0,DISAGREE
A,net_income,2019,1071000000.0,101000000.0,DISAGREE
A,net_income,2020,719000000.0,216000000.0,DISAGREE
A,net_income,2021,1210000000.0,274000000.0,DISAGREE
A,net_income,2022,1254000000.0,302000000.0,DISAGREE
A,net_income,2023,1240000000.0,308000000.0,DISAGREE
A,net_income,2024,1289000000.0,215000000.0,DISAGREE
A,net_income,2025,1303000000.0,339000000.0,DISAGREE
A,net_income,2026,,362000000.0,only EdgarTools
A,total_assets,2007,,-13000000.0,only EdgarTools
A,total_assets,2008,7007000000.0,339000000.0,DISAGREE
A,total_assets,2009,7612000000.0,3566000000.0,DISAGREE
A,total_assets,2010,9696000000.0,5779000000.0,DISAGREE
A,total_assets,2011,9057000000.0,5770000000.0,DISAGREE
A,total_assets,2012,10536000000.0,501000000.0,DISAGREE
A,total_assets,2013,10686000000.0,485000000.0,DISAGREE
A,total_assets,2014,10815000000.0,251000000.0,DISAGREE
A,total_assets,2015,7479000000.0,103000000.0,DISAGREE
A,total_assets,2016,7794000000.0,80000000.0,DISAGREE
A,total_assets,2017,8426000000.0,80000000.0,DISAGREE
A,total_assets,2018,8541000000.0,80000000.0,DISAGREE
A,total_assets,2019,9452000000.0,60000000.0,DISAGREE
A,total_assets,2020,9627000000.0,0.0,DISAGREE
A,total_assets,2021,10705000000.0,1000000.0,DISAGREE
A,total_assets,2022,10532000000.0,695000000.0,DISAGREE
A,total_assets,2023,10763000000.0,0.0,DISAGREE
A,total_assets,2024,11846000000.0,0.0,DISAGREE
A,total_assets,2025,12727000000.0,-57000000.0,DISAGREE
A,total_assets,2026,,1074000000.0,only EdgarTools
A,total_equity,2008,2559000000.0,2573000000.0,DISAGREE
A,total_equity,2009,2506000000.0,2632000000.0,DISAGREE
A,total_equity,2010,3228000000.0,3961000000.0,DISAGREE
A,total_equity,2011,4308000000.0,4725000000.0,DISAGREE
A,total_equity,2012,5182000000.0,5308000000.0,DISAGREE
A,total_equity,2013,5286000000.0,5629000000.0,DISAGREE
A,total_equity,2014,5301000000.0,4161000000.0,DISAGREE
A,total_equity,2015,4167000000.0,-852000000.0,DISAGREE
A,total_equity,2016,4243000000.0,4375000000.0,DISAGREE
A,total_equity,2017,4831000000.0,4617000000.0,DISAGREE
A,total_equity,2018,4567000000.0,5125000000.0,DISAGREE
A,total_equity,2022,5305000000.0,5781000000.0,DISAGREE
A,total_equity,2023,5845000000.0,-327000000.0,DISAGREE
A,total_equity,2024,5898000000.0,-280000000.0,DISAGREE
A,total_equity,2025,6741000000.0,-202000000.0,DISAGREE
A,total_equity,2026,,-233000000.0,only EdgarTools
A,operating_cash_flow,2008,756000000.0,154000000.0,DISAGREE
A,operating_cash_flow,2009,408000000.0,255000000.0,DISAGREE
A,operating_cash_flow,2010,718000000.0,498000000.0,DISAGREE
A,operating_cash_flow,2011,1260000000.0,503000000.0,DISAGREE
A,operating_cash_flow,2012,1228000000.0,560000000.0,DISAGREE
A,operating_cash_flow,2013,1152000000.0,519000000.0,DISAGREE
A,operating_cash_flow,2014,731000000.0,163000000.0,DISAGREE
A,operating_cash_flow,2015,512000000.0,365000000.0,DISAGREE
A,operating_cash_flow,2016,793000000.0,373000000.0,DISAGREE
A,operating_cash_flow,2017,889000000.0,518000000.0,DISAGREE
A,operating_cash_flow,2018,1087000000.0,465000000.0,DISAGREE
A,operating_cash_flow,2019,1021000000.0,254000000.0,DISAGREE
A,operating_cash_flow,2020,921000000.0,710000000.0,DISAGREE
A,operating_cash_flow,2021,1485000000.0,538000000.0,DISAGREE
A,operating_cash_flow,2022,1312000000.0,694000000.0,DISAGREE
A,operating_cash_flow,2023,1772000000.0,818000000.0,DISAGREE
A,operating_cash_flow,2024,1751000000.0,652000000.0,DISAGREE
A,operating_cash_flow,2025,1559000000.0,545000000.0,DISAGREE
A,operating_cash_flow,2026,,1064000000.0,only EdgarTools
A,capex,2008,154000000.0,68000000.0,DISAGREE
A,capex,2009,128000000.0,54000000.0,DISAGREE
A,capex,2010,121000000.0,89000000.0,DISAGREE
A,capex,2011,188000000.0,83000000.0,DISAGREE
A,capex,2012,194000000.0,110000000.0,DISAGREE
A,capex,2013,195000000.0,98000000.0,DISAGREE
A,capex,2014,205000000.0,52000000.0,DISAGREE
A,capex,2015,98000000.0,63000000.0,DISAGREE
A,capex,2016,139000000.0,75000000.0,DISAGREE
A,capex,2017,176000000.0,108000000.0,DISAGREE
A,capex,2018,177000000.0,78000000.0,DISAGREE
A,capex,2019,155000000.0,67000000.0,DISAGREE
A,capex,2020,119000000.0,72000000.0,DISAGREE
A,capex,2021,188000000.0,139000000.0,DISAGREE
A,capex,2022,291000000.0,133000000.0,DISAGREE
A,capex,2023,298000000.0,193000000.0,DISAGREE
A,capex,2024,378000000.0,211000000.0,DISAGREE
A,capex,2025,407000000.0,169000000.0,DISAGREE
A,capex,2026,,249000000.0,only EdgarTools
A,depreciation_amortisation,2008,201000000.0,81000000.0,DISAGREE
A,depreciation_amortisation,2009,162000000.0,75000000.0,DISAGREE
A,depreciation_amortisation,2010,202000000.0,127000000.0,DISAGREE
A,depreciation_amortisation,2011,253000000.0,123000000.0,DISAGREE
A,depreciation_amortisation,2012,301000000.0,186000000.0,DISAGREE
A,depreciation_amortisation,2013,372000000.0,193000000.0,DISAGREE
A,depreciation_amortisation,2014,384000000.0,131000000.0,DISAGREE
A,depreciation_amortisation,2015,253000000.0,130000000.0,DISAGREE
A,depreciation_amortisation,2016,246000000.0,109000000.0,DISAGREE
A,depreciation_amortisation,2017,212000000.0,101000000.0,DISAGREE
A,depreciation_amortisation,2018,210000000.0,107000000.0,DISAGREE
A,depreciation_amortisation,2019,238000000.0,155000000.0,DISAGREE
A,depreciation_amortisation,2020,308000000.0,153000000.0,DISAGREE
A,depreciation_amortisation,2021,321000000.0,164000000.0,DISAGREE
A,depreciation_amortisation,2022,317000000.0,138000000.0,DISAGREE
A,depreciation_amortisation,2023,271000000.0,125000000.0,DISAGREE
A,depreciation_amortisation,2024,257000000.0,145000000.0,DISAGREE
A,depreciation_amortisation,2025,288000000.0,134000000.0,DISAGREE
A,depreciation_amortisation,2026,,200000000.0,only EdgarTools
A,diluted_shares,2008,371000000.0,344.0,DISAGREE
A,diluted_shares,2009,346000000.0,354000000.0,DISAGREE
A,diluted_shares,2010,353000000.0,355000000.0,DISAGREE
A,diluted_shares,2012,353000000.0,349000000.0,DISAGREE
A,diluted_shares,2013,345000000.0,337000000.0,DISAGREE
A,diluted_shares,2015,335000000.0,328000000.0,DISAGREE
A,diluted_shares,2016,329000000.0,325000000.0,DISAGREE
A,diluted_shares,2018,325000000.0,321000000.0,DISAGREE
A,diluted_shares,2019,318000000.0,312000000.0,DISAGREE
A,diluted_shares,2020,312000000.0,307000000.0,DISAGREE
A,diluted_shares,2021,307000000.0,301000000.0,DISAGREE
A,diluted_shares,2022,300000000.0,297000000.0,DISAGREE
A,diluted_shares,2023,296000000.0,293000000.0,DISAGREE
A,diluted_shares,2024,291000000.0,285000000.0,DISAGREE
A,diluted_shares,2025,285000000.0,283000000.0,DISAGREE
A,diluted_shares,2026,,283000000.0,only EdgarTools
AA,revenue,2014,13147000000.0,,only current parser
AA,revenue,2015,11199000000.0,,only current parser
AA,revenue,2016,9318000000.0,2655000000.0,DISAGREE
AA,revenue,2017,11652000000.0,3090000000.0,DISAGREE
AA,revenue,2018,13403000000.0,2719000000.0,DISAGREE
AA,revenue,2019,10433000000.0,2381000000.0,DISAGREE
AA,revenue,2020,9286000000.0,2870000000.0,DISAGREE
AA,revenue,2021,12152000000.0,3293000000.0,DISAGREE
AA,revenue,2022,12451000000.0,2670000000.0,DISAGREE
AA,revenue,2023,10551000000.0,2599000000.0,DISAGREE
AA,revenue,2024,11895000000.0,3369000000.0,DISAGREE
AA,revenue,2025,12831000000.0,3193000000.0,DISAGREE
AA,revenue,2026,,3966000000.0,only EdgarTools
AA,net_income,2014,-256000000.0,-91000000.0,DISAGREE
AA,net_income,2015,-863000000.0,-5000000.0,DISAGREE
AA,net_income,2016,-400000000.0,83000000.0,DISAGREE
AA,net_income,2017,279000000.0,145000000.0,DISAGREE
AA,net_income,2018,250000000.0,141000000.0,DISAGREE
AA,net_income,2019,-1125000000.0,59000000.0,DISAGREE
AA,net_income,2020,-170000000.0,44000000.0,DISAGREE
AA,net_income,2021,429000000.0,84000000.0,DISAGREE
AA,net_income,2022,-123000000.0,-1000000.0,DISAGREE
AA,net_income,2023,-651000000.0,-55000000.0,DISAGREE
AA,net_income,2024,60000000.0,0.0,DISAGREE
AA,net_income,2025,1157000000.0,-8000000.0,DISAGREE
AA,net_income,2026,,2000000.0,only EdgarTools
AA,total_assets,2013,,517000000.0,only EdgarTools
AA,total_assets,2014,,-223000000.0,only EdgarTools
AA,total_assets,2015,16413000000.0,333000000.0,DISAGREE
AA,total_assets,2016,16741000000.0,424000000.0,DISAGREE
AA,total_assets,2017,17447000000.0,243000000.0,DISAGREE
AA,total_assets,2018,16132000000.0,285000000.0,DISAGREE
AA,total_assets,2019,14631000000.0,277000000.0,DISAGREE
AA,total_assets,2020,14860000000.0,238000000.0,DISAGREE
AA,total_assets,2021,15025000000.0,1.0,DISAGREE
AA,total_assets,2022,14756000000.0,1.0,DISAGREE
AA,total_assets,2023,14155000000.0,1.0,DISAGREE
AA,total_assets,2024,14064000000.0,95000000.0,DISAGREE
AA,total_assets,2025,16129000000.0,1.0,DISAGREE
AA,total_assets,2026,,396000000.0,only EdgarTools
AA,total_equity,2014,13073000000.0,5000000.0,DISAGREE
AA,total_equity,2015,9442000000.0,-2000000.0,DISAGREE
AA,total_equity,2016,5654000000.0,2000000.0,DISAGREE
AA,total_equity,2017,4523000000.0,-15000000.0,DISAGREE
AA,total_equity,2018,5618000000.0,4000000.0,DISAGREE
AA,total_equity,2019,4112000000.0,2000000.0,DISAGREE
AA,total_equity,2020,3311000000.0,1000000.0,DISAGREE
AA,total_equity,2021,4672000000.0,1000000.0,DISAGREE
AA,total_equity,2022,5076000000.0,1000000.0,DISAGREE
AA,total_equity,2023,4251000000.0,1000000.0,DISAGREE
AA,total_equity,2024,5157000000.0,1000000.0,DISAGREE
AA,total_equity,2025,6118000000.0,6826000000.0,DISAGREE
AA,total_equity,2026,,7370000000.0,only EdgarTools
AA,operating_cash_flow,2016,-311000000.0,74000000.0,DISAGREE
AA,operating_cash_flow,2017,1224000000.0,55000000.0,DISAGREE
AA,operating_cash_flow,2018,448000000.0,168000000.0,DISAGREE
AA,operating_cash_flow,2019,686000000.0,-90000000.0,DISAGREE
AA,operating_cash_flow,2020,394000000.0,6000000.0,DISAGREE
AA,operating_cash_flow,2021,920000000.0,34000000.0,DISAGREE
AA,operating_cash_flow,2022,822000000.0,-163000000.0,DISAGREE
AA,operating_cash_flow,2023,91000000.0,-223000000.0,DISAGREE
AA,operating_cash_flow,2024,622000000.0,75000000.0,DISAGREE
AA,operating_cash_flow,2025,1185000000.0,-179000000.0,DISAGREE
AA,operating_cash_flow,2026,,429000000.0,only EdgarTools
AA,capex,2015,391000000.0,86000000.0,DISAGREE
AA,capex,2016,404000000.0,71000000.0,DISAGREE
AA,capex,2017,405000000.0,74000000.0,DISAGREE
AA,capex,2018,399000000.0,69000000.0,DISAGREE
AA,capex,2019,379000000.0,91000000.0,DISAGREE
AA,capex,2020,353000000.0,75000000.0,DISAGREE
AA,capex,2021,390000000.0,74000000.0,DISAGREE
AA,capex,2022,480000000.0,83000000.0,DISAGREE
AA,capex,2023,531000000.0,101000000.0,DISAGREE
AA,capex,2024,580000000.0,93000000.0,DISAGREE
AA,capex,2025,618000000.0,119000000.0,DISAGREE
AA,capex,2026,,305000000.0,only EdgarTools
AA,depreciation_amortisation,2015,780000000.0,177000000.0,DISAGREE
AA,depreciation_amortisation,2016,718000000.0,179000000.0,DISAGREE
AA,depreciation_amortisation,2017,750000000.0,194000000.0,DISAGREE
AA,depreciation_amortisation,2018,733000000.0,172000000.0,DISAGREE
AA,depreciation_amortisation,2019,713000000.0,170000000.0,DISAGREE
AA,depreciation_amortisation,2020,653000000.0,182000000.0,DISAGREE
AA,depreciation_amortisation,2021,664000000.0,160000000.0,DISAGREE
AA,depreciation_amortisation,2022,617000000.0,153000000.0,DISAGREE
AA,depreciation_amortisation,2023,632000000.0,161000000.0,DISAGREE
AA,depreciation_amortisation,2024,642000000.0,148000000.0,DISAGREE
AA,depreciation_amortisation,2025,623000000.0,162000000.0,DISAGREE
AA,depreciation_amortisation,2026,,173000000.0,only EdgarTools
AA,diluted_shares,2016,183000000.0,186000000.0,DISAGREE
AA,diluted_shares,2017,187000000.0,188000000.0,DISAGREE
AA,diluted_shares,2018,189000000.0,185000000.0,DISAGREE
AA,diluted_shares,2019,185000000.0,187000000.0,DISAGREE
AA,diluted_shares,2020,186000000.0,189000000.0,DISAGREE
AA,diluted_shares,2021,190000000.0,188000000.0,DISAGREE
AA,diluted_shares,2022,181000000.0,178000000.0,DISAGREE
AA,diluted_shares,2023,178000000.0,179000000.0,DISAGREE
AA,diluted_shares,2024,214000000.0,260000000.0,DISAGREE
AA,diluted_shares,2025,261000000.0,266000000.0,DISAGREE
AA,diluted_shares,2026,,266000000.0,only EdgarTools
AAL,revenue,2008,,23766000000.0,only EdgarTools
AAL,revenue,2009,,5068000000.0,only EdgarTools
AAL,revenue,2010,,5533000000.0,only EdgarTools
AAL,revenue,2011,,6037000000.0,only EdgarTools
AAL,revenue,2012,,6098000000.0,only EdgarTools
AAL,revenue,2013,26743000000.0,9995000000.0,DISAGREE
AAL,revenue,2017,42622000000.0,,only current parser
AAL,revenue,2018,44541000000.0,,only current parser
AAL,revenue,2019,45768000000.0,,only current parser
AAL,revenue,2020,17337000000.0,,only current parser
AAL,revenue,2021,29882000000.0,,only current parser
AAL,revenue,2022,48971000000.0,,only current parser
AAL,revenue,2023,52788000000.0,,only current parser
AAL,revenue,2024,54211000000.0,,only current parser
AAL,revenue,2025,54633000000.0,,only current parser
AAL,operating_income,2009,-1004000000.0,-298000000.0,DISAGREE
AAL,operating_income,2010,308000000.0,-232000000.0,DISAGREE
AAL,operating_income,2011,-1037000000.0,-84000000.0,DISAGREE
AAL,operating_income,2012,148000000.0,71000000.0,DISAGREE
AAL,operating_income,2013,1399000000.0,730000000.0,DISAGREE
AAL,operating_income,2014,4249000000.0,1216000000.0,DISAGREE
AAL,operating_income,2015,6204000000.0,1335000000.0,DISAGREE
AAL,operating_income,2016,5060000000.0,737000000.0,DISAGREE
AAL,operating_income,2017,4231000000.0,396000000.0,DISAGREE
AAL,operating_income,2018,2656000000.0,375000000.0,DISAGREE
AAL,operating_income,2019,3065000000.0,-2549000000.0,DISAGREE
AAL,operating_income,2020,-10421000000.0,-1315000000.0,DISAGREE
AAL,operating_income,2021,-1059000000.0,-1723000000.0,DISAGREE
AAL,operating_income,2022,1607000000.0,438000000.0,DISAGREE
AAL,operating_income,2023,3034000000.0,7000000.0,DISAGREE
AAL,operating_income,2024,2614000000.0,-270000000.0,DISAGREE
AAL,operating_income,2025,1467000000.0,-41000000.0,DISAGREE
AAL,operating_income,2026,,446000000.0,only EdgarTools
AAL,net_income,2009,-1468000000.0,-505000000.0,DISAGREE
AAL,net_income,2011,-1979000000.0,-1660000000.0,DISAGREE
AAL,net_income,2012,-1876000000.0,-341000000.0,DISAGREE
AAL,net_income,2013,-1834000000.0,485000000.0,DISAGREE
AAL,net_income,2014,2882000000.0,932000000.0,DISAGREE
AAL,net_income,2015,7610000000.0,700000000.0,DISAGREE
AAL,net_income,2016,2584000000.0,340000000.0,DISAGREE
AAL,net_income,2017,1282000000.0,159000000.0,DISAGREE
AAL,net_income,2018,1412000000.0,185000000.0,DISAGREE
AAL,net_income,2019,1686000000.0,-2241000000.0,DISAGREE
AAL,net_income,2021,-1993000000.0,-1635000000.0,DISAGREE
AAL,net_income,2022,127000000.0,10000000.0,DISAGREE
AAL,net_income,2023,822000000.0,-312000000.0,DISAGREE
AAL,net_income,2024,846000000.0,897000000.0,DISAGREE
AAL,net_income,2026,,71000000.0,only EdgarTools
AAL,total_assets,2008,,480000000.0,only EdgarTools
AAL,total_assets,2009,25438000000.0,0.0,DISAGREE
AAL,total_assets,2010,25088000000.0,-6000000.0,DISAGREE
AAL,total_assets,2011,23848000000.0,12000000.0,DISAGREE
AAL,total_assets,2012,23510000000.0,26000000.0,DISAGREE
AAL,total_assets,2013,42278000000.0,27000000.0,DISAGREE
AAL,total_assets,2014,43225000000.0,307000000.0,DISAGREE
AAL,total_assets,2015,48415000000.0,8717000000.0,DISAGREE
AAL,total_assets,2016,51274000000.0,856000000.0,DISAGREE
AAL,total_assets,2017,52785000000.0,824000000.0,DISAGREE
AAL,total_assets,2018,60580000000.0,607000000.0,DISAGREE
AAL,total_assets,2019,59995000000.0,650000000.0,DISAGREE
AAL,total_assets,2020,62008000000.0,615000000.0,DISAGREE
AAL,total_assets,2021,66467000000.0,787000000.0,DISAGREE
AAL,total_assets,2022,64716000000.0,907000000.0,DISAGREE
AAL,total_assets,2023,63058000000.0,777000000.0,DISAGREE
AAL,total_assets,2024,61783000000.0,7073000000.0,DISAGREE
AAL,total_assets,2025,61774000000.0,7245000000.0,DISAGREE
AAL,total_assets,2026,,7570000000.0,only EdgarTools
AAL,total_equity,2011,-7111000000.0,-8686000000.0,DISAGREE
AAL,total_equity,2012,-7987000000.0,-8376000000.0,DISAGREE
AAL,total_equity,2013,-2731000000.0,1095000000.0,DISAGREE
AAL,total_equity,2014,2021000000.0,1.0,DISAGREE
AAL,total_equity,2015,5635000000.0,4710000000.0,DISAGREE
AAL,total_equity,2016,-284000000.0,3457000000.0,DISAGREE
AAL,total_equity,2017,-780000000.0,-865000000.0,DISAGREE
AAL,total_equity,2018,-169000000.0,-636000000.0,DISAGREE
AAL,total_equity,2019,-118000000.0,-2636000000.0,DISAGREE
AAL,total_equity,2020,-6867000000.0,-7945000000.0,DISAGREE
AAL,total_equity,2021,-7340000000.0,-8940000000.0,DISAGREE
AAL,total_equity,2023,-5202000000.0,-5500000000.0,DISAGREE
AAL,total_equity,2024,-3977000000.0,-4508000000.0,DISAGREE
AAL,total_equity,2025,-3727000000.0,-4077000000.0,DISAGREE
AAL,total_equity,2026,,-3972000000.0,only EdgarTools
AAL,operating_cash_flow,2009,930000000.0,456000000.0,DISAGREE
AAL,operating_cash_flow,2010,1241000000.0,708000000.0,DISAGREE
AAL,operating_cash_flow,2011,743000000.0,1067000000.0,DISAGREE
AAL,operating_cash_flow,2012,1285000000.0,700000000.0,DISAGREE
AAL,operating_cash_flow,2013,675000000.0,1256000000.0,DISAGREE
AAL,operating_cash_flow,2014,3080000000.0,2494000000.0,DISAGREE
AAL,operating_cash_flow,2015,6249000000.0,6021000000.0,DISAGREE
AAL,operating_cash_flow,2016,6524000000.0,2250000000.0,DISAGREE
AAL,operating_cash_flow,2017,4744000000.0,1800000000.0,DISAGREE
AAL,operating_cash_flow,2018,3533000000.0,1651000000.0,DISAGREE
AAL,operating_cash_flow,2019,3815000000.0,-168000000.0,DISAGREE
AAL,operating_cash_flow,2020,-6543000000.0,174000000.0,DISAGREE
AAL,operating_cash_flow,2021,704000000.0,1185000000.0,DISAGREE
AAL,operating_cash_flow,2022,2173000000.0,3333000000.0,DISAGREE
AAL,operating_cash_flow,2023,3803000000.0,2180000000.0,DISAGREE
AAL,operating_cash_flow,2024,3983000000.0,2456000000.0,DISAGREE
AAL,operating_cash_flow,2025,3099000000.0,4223000000.0,DISAGREE
AAL,operating_cash_flow,2026,,4694000000.0,only EdgarTools
AAL,capex,2008,876000000.0,,only current parser
AAL,capex,2009,1521000000.0,,only current parser
AAL,capex,2010,1962000000.0,,only current parser
AAL,capex,2011,1610000000.0,,only current parser
AAL,capex,2012,1888000000.0,,only current parser
AAL,capex,2013,3114000000.0,,only current parser
AAL,capex,2014,5311000000.0,,only current parser
AAL,capex,2015,6151000000.0,,only current parser
AAL,capex,2016,5731000000.0,,only current parser
AAL,capex,2017,5971000000.0,,only current parser
AAL,capex,2018,3745000000.0,,only current parser
AAL,capex,2019,4268000000.0,,only current parser
AAL,capex,2020,1958000000.0,,only current parser
AAL,capex,2021,208000000.0,,only current parser
AAL,capex,2022,2546000000.0,,only current parser
AAL,capex,2023,2596000000.0,,only current parser
AAL,capex,2024,2683000000.0,,only current parser
AAL,capex,2025,3779000000.0,,only current parser
AAL,depreciation_amortisation,2008,1207000000.0,,only current parser
AAL,depreciation_amortisation,2009,1104000000.0,,only current parser
AAL,depreciation_amortisation,2010,1329000000.0,11100000000.0,DISAGREE
AAL,depreciation_amortisation,2014,1295000000.0,12509000000.0,DISAGREE
AAL,diluted_shares,2013,280213000.0,741335000.0,DISAGREE
AAL,diluted_shares,2014,734016000.0,716930000.0,DISAGREE
AAL,diluted_shares,2015,687355000.0,611488000.0,DISAGREE
AAL,diluted_shares,2016,556099000.0,507797000.0,DISAGREE
AAL,diluted_shares,2017,491692000.0,474598000.0,DISAGREE
AAL,diluted_shares,2018,465660000.0,453429000.0,DISAGREE
AAL,diluted_shares,2019,444269000.0,425713000.0,DISAGREE
AAL,diluted_shares,2020,483888000.0,634609000.0,DISAGREE
AAL,diluted_shares,2021,644015000.0,649503000.0,DISAGREE
AAL,diluted_shares,2023,719669000.0,655847000.0,DISAGREE
AAL,diluted_shares,2024,721300000.0,658880000.0,DISAGREE
AAL,diluted_shares,2026,,662613000.0,only EdgarTools
AAME,revenue,2010,106889000.0,28055000.0,DISAGREE
AAME,revenue,2011,118332000.0,34551000.0,DISAGREE
AAME,revenue,2012,139828000.0,36650000.0,DISAGREE
AAME,revenue,2013,165369000.0,41160000.0,DISAGREE
AAME,revenue,2014,166321000.0,40949000.0,DISAGREE
AAME,revenue,2015,165937000.0,41747000.0,DISAGREE
AAME,revenue,2016,166077000.0,43859000.0,DISAGREE
AAME,revenue,2017,181114000.0,40540000.0,DISAGREE
AAME,revenue,2018,185553000.0,55018000.0,DISAGREE
AAME,revenue,2019,198179000.0,39410000.0,DISAGREE
AAME,revenue,2020,195348000.0,49075000.0,DISAGREE
AAME,revenue,2021,199554000.0,51608000.0,DISAGREE
AAME,revenue,2022,187851000.0,46269000.0,DISAGREE
AAME,revenue,2023,186793000.0,46997000.0,DISAGREE
AAME,revenue,2024,188227000.0,50125000.0,DISAGREE
AAME,revenue,2025,,53760000.0,only EdgarTools
AAME,operating_income,2010,621000.0,628000.0,DISAGREE
AAME,operating_income,2011,3288000.0,1720000.0,DISAGREE
AAME,net_income,2010,990000.0,342000.0,DISAGREE
AAME,net_income,2011,3290000.0,1530000.0,DISAGREE
AAME,net_income,2012,4436000.0,795000.0,DISAGREE
AAME,net_income,2014,4430000.0,592000.0,DISAGREE
AAME,net_income,2015,4388000.0,3345000.0,DISAGREE
AAME,net_income,2016,2636000.0,-320000.0,DISAGREE
AAME,net_income,2017,4528000.0,-5123000.0,DISAGREE
AAME,net_income,2018,-704000.0,4162000.0,DISAGREE
AAME,net_income,2019,-386000.0,-8186000.0,DISAGREE
AAME,net_income,2020,12169000.0,-530000.0,DISAGREE
AAME,net_income,2021,4281000.0,2842000.0,DISAGREE
AAME,net_income,2022,1525000.0,-1545000.0,DISAGREE
AAME,net_income,2023,-171000.0,-2097000.0,DISAGREE
AAME,net_income,2024,-4268000.0,703000.0,DISAGREE
AAME,net_income,2025,,477000.0,only EdgarTools
AAME,total_assets,2010,277566000.0,1228000.0,DISAGREE
AAME,total_assets,2011,302125000.0,776000.0,DISAGREE
AAME,total_assets,2012,320177000.0,959000.0,DISAGREE
AAME,total_assets,2013,319381000.0,3622000.0,DISAGREE
AAME,total_assets,2014,317008000.0,5589000.0,DISAGREE
AAME,total_assets,2015,314603000.0,5658000.0,DISAGREE
AAME,total_assets,2016,318600000.0,5156000.0,DISAGREE
AAME,total_assets,2017,343239000.0,4787000.0,DISAGREE
AAME,total_assets,2018,344274000.0,10047000.0,DISAGREE
AAME,total_assets,2019,377626000.0,8675000.0,DISAGREE
AAME,total_assets,2020,405187000.0,9452000.0,DISAGREE
AAME,total_assets,2021,402286000.0,0.0,DISAGREE
AAME,total_assets,2022,367064000.0,4489000.0,DISAGREE
AAME,total_assets,2023,381265000.0,3342000.0,DISAGREE
AAME,total_assets,2024,393428000.0,4350000.0,DISAGREE
AAME,total_assets,2025,,11856000.0,only EdgarTools
AAME,total_equity,2010,82693000.0,81910000.0,DISAGREE
AAME,total_equity,2012,105736000.0,104027000.0,DISAGREE
AAME,total_equity,2013,100927000.0,101860000.0,DISAGREE
AAME,total_equity,2014,104195000.0,107457000.0,DISAGREE
AAME,total_equity,2015,102492000.0,103824000.0,DISAGREE
AAME,total_equity,2016,105506000.0,106981000.0,DISAGREE
AAME,total_equity,2017,112983000.0,101724000.0,DISAGREE
AAME,total_equity,2018,101372000.0,111487000.0,DISAGREE
AAME,total_equity,2019,118394000.0,101518000.0,DISAGREE
AAME,total_equity,2020,145060000.0,133235000.0,DISAGREE
AAME,total_equity,2021,141286000.0,126423000.0,DISAGREE
AAME,total_equity,2022,102193000.0,104379000.0,DISAGREE
AAME,total_equity,2023,107275000.0,102803000.0,DISAGREE
AAME,total_equity,2024,99613000.0,102385000.0,DISAGREE
AAME,total_equity,2025,,109488000.0,only EdgarTools
AAME,operating_cash_flow,2010,4900000.0,-2547000.0,DISAGREE
AAME,operating_cash_flow,2011,9128000.0,-724000.0,DISAGREE
AAME,operating_cash_flow,2012,6115000.0,-2833000.0,DISAGREE
AAME,operating_cash_flow,2013,13020000.0,-4326000.0,DISAGREE
